sample_id,date,region,community,water_source,season,temperature_c,rainfall_mm,ph_level,turbidity_ntu,dissolved_oxygen_mg_l,nitrate_mg_l,coliform_count_cfu,lead_ppm,disease_cases_reported,disease_risk_score,risk_category
WQ-01271,2023-06-24,North East,South Marie,Rainwater,Dry,21.1,18.6,4.81,17.42,8.16,23.06,221,0.057,3,22.2,Low
WQ-01272,2022-06-04,South West,Christopherville,Lake,Dry,31.2,67.6,5.68,5.69,4.34,2.3,293,0.005,0,11.9,Low
WQ-01273,2025-04-06,North Central,Port Shannon,Rainwater,Dry,25.6,19.1,7.6,23.6,4.82,7.73,57,0.095,7,19.1,Low
WQ-01274,2022-03-17,South South,Moorefurt,Tap,Dry,35.0,30.7,6.68,15.15,9.1,8.05,259,0.101,2,18.4,Low
WQ-01275,2025-09-01,South South,Millermouth,Well,Rainy,29.8,41.6,6.29,19.68,7.24,12.35,184,0.1,3,21.4,Low
WQ-01276,2023-04-03,North East,Marystad,Well,Rainy,26.6,90.3,7.68,14.48,5.65,6.42,88,0.012,2,14.2,Low
WQ-01277,2022-10-02,South South,Port Stephanie,Lake,Rainy,23.6,26.5,6.34,13.09,5.15,12.38,108,0.013,1,11.9,Low
WQ-01278,2024-03-23,South East,West Jeffrey,Rainwater,Dry,35.0,23.2,6.03,5.73,4.01,10.08,122,0.033,2,10.5,Low
WQ-01279,2025-09-19,North West,Michaelton,Rainwater,Dry,29.8,40.1,6.15,26.43,4.71,21.88,275,0.006,1,21.1,Low
WQ-01280,2024-11-18,North East,Racheltown,Rainwater,Dry,28.7,24.2,6.73,13.32,8.2,13.32,167,0.026,1,12.7,Low
WQ-01281,2023-01-02,North East,Hudsonberg,Tap,Dry,30.2,47.0,8.19,17.89,8.49,10.49,98,0.021,3,15.8,Low
WQ-01282,2024-09-17,South South,Jonesport,Rainwater,Dry,31.1,15.2,5.33,0.2,6.25,6.43,209,0.061,1,11.4,Low
WQ-01283,2024-09-25,North West,South William,Borehole,Dry,22.8,15.7,5.7,20.64,7.54,7.81,151,0.049,3,17.3,Low
WQ-01284,2024-01-27,North East,Stephaniestad,Borehole,Rainy,22.2,129.7,8.04,16.67,7.51,26.73,152,0.062,6,25.6,Low
WQ-01285,2024-11-26,North East,East Miguel,Borehole,Dry,29.9,13.6,7.43,5.68,6.08,5.56,89,0.023,0,7.1,Low
WQ-01286,2024-07-20,North West,Robertburgh,Tap,Rainy,28.6,45.9,8.2,16.03,6.73,18.19,292,0.079,0,22.2,Low
WQ-01287,2022-07-31,North Central,Lake Danielle,Borehole,Rainy,32.3,52.7,6.11,16.12,4.99,13.9,46,0.084,2,19.0,Low
WQ-01288,2023-06-24,South West,Smithmouth,Rainwater,Rainy,28.3,19.9,7.15,21.46,4.18,20.2,148,0.053,3,18.2,Low
WQ-01289,2024-02-11,South South,New Pamelahaven,Rainwater,Dry,25.1,96.6,8.03,24.14,4.05,0.65,23,0.061,0,20.1,Low
WQ-01290,2025-04-18,South West,West Franktown,Tap,Rainy,30.4,80.4,5.06,8.92,8.65,23.09,35,0.013,1,17.0,Low
WQ-01291,2024-02-10,South West,East Charlesfort,Borehole,Rainy,23.5,11.0,6.79,8.1,6.77,12.88,180,0.057,2,11.9,Low
WQ-01292,2023-12-24,North East,Matthewsfurt,Rainwater,Rainy,22.4,46.9,8.46,21.38,5.79,5.55,169,0.023,3,17.5,Low
WQ-01293,2025-05-22,North West,Jamesberg,Tap,Rainy,24.4,37.7,8.03,17.31,4.3,3.8,316,0.04,1,16.9,Low
WQ-01294,2024-06-19,North Central,Alanfort,Rainwater,Dry,33.5,67.6,6.12,29.66,6.69,24.98,155,0.012,5,23.6,Low
WQ-01295,2024-11-19,North East,South Brittany,River,Dry,32.9,29.0,6.03,19.42,6.37,29.42,50,0.025,1,18.6,Low
WQ-01296,2022-11-04,South West,Lake Melissahaven,Well,Dry,24.8,22.6,4.59,17.02,6.06,8.35,79,0.112,0,21.8,Low
WQ-01297,2025-05-17,North East,Stevensfort,River,Rainy,27.9,27.6,5.21,12.77,9.27,25.29,39,0.127,3,23.1,Low
WQ-01298,2024-04-29,South West,Smithview,Borehole,Dry,26.9,39.2,5.89,5.3,6.97,5.23,109,0.043,2,11.0,Low
WQ-01299,2024-09-13,North West,New Ian,Lake,Dry,29.0,23.3,5.92,5.96,7.25,25.53,282,0.014,1,14.4,Low
WQ-01300,2023-03-08,South West,East Mistyport,Tap,Rainy,26.5,19.0,7.41,6.46,7.36,24.38,296,0.0,0,12.0,Low
WQ-01301,2022-02-15,South South,Port Nicholas,River,Rainy,29.4,19.1,5.45,14.23,6.73,4.29,265,0.052,0,16.1,Low
WQ-01302,2025-03-20,North East,Johnsonhaven,Borehole,Dry,19.1,8.9,8.35,9.15,7.04,15.54,241,0.031,4,14.0,Low
WQ-01303,2025-07-13,South South,West Jillside,River,Dry,33.6,48.5,5.4,7.04,2.27,12.87,115,0.02,2,13.2,Low
WQ-01304,2022-04-25,South South,Port Peterside,Borehole,Dry,29.1,123.0,8.01,14.99,7.05,18.59,199,0.065,3,23.6,Low
WQ-01305,2024-11-24,North East,New Audreybury,Well,Dry,26.0,45.7,6.04,17.48,7.49,25.72,196,0.052,3,21.1,Low
WQ-01306,2025-09-17,South East,East Jamesmouth,Rainwater,Dry,32.7,12.9,7.1,21.3,6.28,15.31,30,0.071,2,16.6,Low
WQ-01307,2024-07-08,North West,Lake Rebecca,Borehole,Dry,29.5,42.2,6.33,5.29,5.77,32.97,202,0.037,3,16.4,Low
WQ-01308,2022-12-16,South South,South Bryanmouth,Tap,Rainy,34.9,61.4,5.96,8.41,7.86,13.76,156,0.033,7,14.7,Low
WQ-01309,2025-04-08,North East,Briannaview,Tap,Dry,22.4,41.7,9.17,14.0,6.28,15.19,32,0.057,3,18.6,Low
WQ-01310,2022-12-10,North East,Lake Davidview,Rainwater,Rainy,27.7,28.4,7.89,21.55,4.62,4.31,97,0.042,0,15.7,Low
WQ-01311,2024-07-17,South West,East Samuelmouth,Lake,Rainy,28.9,18.1,7.82,16.92,4.11,10.91,33,0.061,3,15.2,Low
WQ-01312,2023-04-16,South South,East Deborah,Rainwater,Dry,25.7,42.0,8.35,15.59,8.84,26.01,49,0.055,3,19.8,Low
WQ-01313,2022-08-11,South East,Carolburgh,Tap,Dry,24.3,40.7,6.48,4.52,7.09,34.79,16,0.059,1,15.6,Low
WQ-01314,2022-11-03,North Central,North Tim,River,Rainy,30.4,100.7,7.87,22.27,6.57,3.16,54,0.059,2,20.0,Low
WQ-01315,2024-09-01,South South,Guerreroville,Borehole,Dry,24.7,46.2,8.41,10.67,6.36,6.35,148,0.007,1,12.3,Low
WQ-01316,2024-12-24,South South,South Michael,Rainwater,Dry,25.5,63.3,6.84,23.99,7.79,23.09,185,0.041,3,21.5,Low
WQ-01317,2024-09-14,South South,Jacobsonborough,Borehole,Dry,28.1,50.2,6.84,13.33,7.99,23.89,192,0.054,3,17.9,Low
WQ-01318,2025-10-21,South West,East Eugene,River,Dry,32.1,29.6,5.66,7.67,7.18,1.52,87,0.004,0,8.5,Low
WQ-01319,2024-01-29,South West,Kington,Tap,Rainy,27.5,17.5,7.71,8.88,6.42,28.15,28,0.1,3,17.8,Low
WQ-01320,2023-04-15,North Central,Lake Brett,Lake,Rainy,22.1,35.5,7.05,9.13,3.66,46.4,132,0.072,2,20.4,Low
WQ-01321,2025-04-21,South East,Port Christophershire,Tap,Rainy,22.0,2.7,6.58,11.7,7.73,14.64,115,0.051,1,12.6,Low
WQ-01322,2024-05-21,South West,Jenkinsmouth,Lake,Dry,29.4,9.4,6.9,27.53,8.16,9.87,174,0.03,1,16.6,Low
WQ-01323,2023-04-22,North East,Mariastad,Well,Rainy,25.9,36.3,8.56,5.66,5.77,14.94,10,0.101,3,16.5,Low
WQ-01324,2023-06-12,North Central,New Edward,Well,Rainy,30.2,64.0,6.93,7.99,5.54,17.82,225,0.025,2,13.7,Low
WQ-01325,2025-03-29,North East,New Stephanie,Borehole,Dry,29.4,96.2,7.37,17.16,7.16,12.37,305,0.018,3,18.6,Low
WQ-01326,2024-02-08,South South,Maymouth,Borehole,Dry,22.6,49.2,7.22,0.3,6.94,21.2,247,0.014,1,10.6,Low
WQ-01327,2024-04-17,South West,West Robin,River,Rainy,28.3,60.3,7.25,13.92,6.04,5.9,298,0.082,2,18.0,Low
WQ-01328,2024-05-22,North West,Marshallland,Borehole,Dry,26.1,16.4,7.08,19.57,5.38,6.54,298,0.011,1,13.3,Low
WQ-01329,2023-06-20,South West,South Maryville,Rainwater,Rainy,25.7,91.8,6.03,15.23,7.13,9.13,54,0.088,0,20.1,Low
WQ-01330,2025-06-07,South South,Port Brandiberg,Tap,Rainy,23.0,28.2,7.23,19.16,6.21,20.37,24,0.055,1,16.8,Low
WQ-01331,2023-02-22,North West,Morrismouth,Lake,Rainy,30.1,35.9,5.85,1.31,7.34,32.44,30,0.079,1,16.3,Low
WQ-01332,2023-01-02,South East,Port Cynthia,Rainwater,Rainy,22.5,33.7,5.03,1.2,5.21,10.55,146,0.058,2,13.3,Low
WQ-01333,2023-06-04,North West,Gabrielleville,Rainwater,Rainy,31.2,44.6,6.26,11.43,5.95,2.33,86,0.003,1,9.5,Low
WQ-01334,2025-12-15,North West,Jaclynport,Rainwater,Rainy,29.2,38.2,8.9,12.3,7.35,10.11,174,0.056,0,17.6,Low
WQ-01335,2025-09-12,South East,New Benjaminbury,Lake,Dry,27.6,39.0,6.56,8.16,4.11,20.23,279,0.095,1,18.7,Low
WQ-01336,2024-07-03,North Central,Floresmouth,Lake,Dry,20.2,68.1,5.9,1.27,6.52,38.56,241,0.06,2,20.0,Low
WQ-01337,2023-03-16,South West,East Kevintown,River,Dry,23.7,20.7,6.73,13.76,7.55,16.56,189,0.029,1,13.7,Low
WQ-01338,2025-02-01,South South,Lake Amy,Tap,Rainy,21.7,88.9,8.1,0.14,7.4,33.62,124,0.02,2,15.9,Low
WQ-01339,2022-11-26,South South,Andrewshire,Lake,Dry,27.2,59.1,6.62,7.68,5.1,8.72,107,0.01,2,10.0,Low
WQ-01340,2022-07-06,South East,Hunterport,Lake,Dry,27.9,26.5,6.93,10.07,7.18,17.67,118,0.032,0,12.0,Low
WQ-01341,2022-06-30,North East,West Robertfort,Tap,Rainy,28.6,2.3,7.43,26.24,5.69,22.75,186,0.082,4,22.3,Low
WQ-01342,2024-01-30,North Central,North Katherine,Well,Dry,30.7,11.7,6.37,4.16,4.6,16.61,330,0.014,4,10.9,Low
WQ-01343,2024-02-27,North Central,South Devin,Rainwater,Dry,30.0,79.4,5.69,12.17,5.99,23.93,23,0.046,4,19.0,Low
WQ-01344,2025-05-08,South East,East Juanview,Rainwater,Rainy,27.0,10.2,7.66,5.86,4.81,10.04,236,0.046,2,11.3,Low
WQ-01345,2024-06-18,North Central,East Stevenville,River,Rainy,27.8,47.5,9.64,17.06,6.69,20.07,101,0.082,2,24.2,Low
WQ-01346,2023-02-03,North Central,South Darrellland,River,Rainy,30.8,24.5,6.66,9.93,8.3,21.95,181,0.03,0,13.7,Low
WQ-01347,2025-06-13,North Central,Laurenbury,Rainwater,Dry,24.8,8.7,7.14,18.36,6.34,9.65,205,0.027,4,13.3,Low
WQ-01348,2024-01-07,North East,Melissaland,Lake,Dry,29.0,25.2,7.59,15.62,10.55,14.24,262,0.011,3,14.5,Low
WQ-01349,2022-11-19,North East,Maureenmouth,Lake,Dry,28.5,97.7,8.44,14.81,4.27,17.41,15,0.032,1,19.0,Low
WQ-01350,2023-12-25,North Central,Shawnberg,Well,Rainy,27.0,37.7,6.59,11.4,6.54,11.95,125,0.014,0,11.5,Low
WQ-01351,2025-04-15,South West,East Christinatown,Tap,Rainy,28.1,68.9,9.71,13.29,5.67,41.71,199,0.07,4,28.6,Low
WQ-01352,2025-12-12,North East,South Matthewtown,Rainwater,Dry,34.0,59.4,6.79,6.2,7.04,18.34,207,0.041,1,14.0,Low
WQ-01353,2025-02-19,North Central,Sweeneyburgh,Borehole,Rainy,30.7,69.2,7.54,11.05,6.36,14.61,50,0.078,5,17.0,Low
WQ-01354,2023-07-21,South South,Grosshaven,Well,Rainy,29.4,91.7,7.12,19.33,7.11,14.36,7,0.057,2,18.6,Low
WQ-01355,2024-07-20,North East,Tammyville,Rainwater,Dry,32.4,46.4,5.49,0.27,6.5,32.92,353,0.053,2,18.9,Low
WQ-01356,2023-06-19,South East,Tracyborough,Rainwater,Dry,27.3,4.6,6.24,12.77,3.05,16.7,141,0.074,2,15.9,Low
WQ-01357,2025-02-18,North East,East Jeffreyview,Tap,Dry,29.1,39.4,3.29,8.42,6.47,13.04,324,0.015,1,19.3,Low
WQ-01358,2023-11-28,North Central,Erikatown,Rainwater,Rainy,24.5,4.3,6.63,23.91,6.56,25.21,8,0.041,1,17.6,Low
WQ-01359,2025-01-06,North Central,Port Kelly,Rainwater,Rainy,30.0,30.3,6.26,5.54,8.77,0.74,98,0.016,1,7.2,Low
WQ-01360,2024-02-12,South South,West Jeffrey,Well,Rainy,25.6,28.0,7.9,19.54,8.07,18.3,223,0.016,2,17.4,Low
WQ-01361,2023-11-27,South South,Spencerfurt,Tap,Dry,25.4,15.2,6.55,18.91,7.0,6.36,155,0.023,3,13.0,Low
WQ-01362,2025-04-16,South East,Whitakerside,Lake,Rainy,23.5,6.2,9.18,4.48,6.15,2.84,11,0.092,1,12.8,Low
WQ-01363,2023-06-13,North Central,Ashleyview,Tap,Dry,27.7,36.9,7.47,25.97,9.06,23.45,255,0.049,0,22.8,Low
WQ-01364,2025-10-18,North Central,Lake Ronaldshire,Tap,Dry,29.7,11.8,6.04,25.71,8.5,7.23,227,0.088,4,21.4,Low
WQ-01365,2024-04-24,South West,South Kimberlyville,River,Rainy,30.4,25.1,3.48,27.78,5.24,24.64,39,0.037,3,26.3,Low
WQ-01366,2025-12-06,North West,Stevenstown,Rainwater,Dry,30.8,28.5,6.88,12.15,6.28,25.18,149,0.061,1,16.6,Low
WQ-01367,2022-07-10,North West,Stephaniefort,River,Rainy,23.8,75.6,6.33,3.89,6.08,23.26,100,0.039,4,14.7,Low
WQ-01368,2022-06-05,South East,Brittanyberg,Lake,Rainy,24.4,50.9,6.74,7.2,7.61,5.7,348,0.027,1,12.1,Low
WQ-01369,2023-10-05,South South,Walkerton,River,Rainy,29.9,48.7,8.85,15.5,5.54,19.71,114,0.05,4,20.2,Low
WQ-01370,2023-01-10,North West,West Carla,River,Rainy,27.3,18.6,6.7,18.68,7.77,31.38,144,0.023,2,17.7,Low
WQ-01371,2024-10-18,South West,North Tiffany,Lake,Dry,30.7,19.2,7.17,24.26,7.81,8.93,79,0.005,0,13.3,Low
WQ-01372,2023-05-11,South West,South Alyssaview,River,Dry,31.8,71.5,5.95,10.52,6.52,23.84,343,0.037,1,20.1,Low
WQ-01373,2023-02-20,North West,Bishopborough,River,Dry,21.4,22.3,7.09,19.8,9.44,13.29,185,0.077,1,18.0,Low
WQ-01374,2022-11-16,North East,Kennethbury,Rainwater,Rainy,34.8,28.9,9.33,14.94,8.15,13.44,139,0.074,1,20.4,Low
WQ-01375,2025-10-16,North Central,Johnsonton,Borehole,Dry,33.7,79.5,6.94,11.54,8.27,27.49,6,0.047,3,16.9,Low
WQ-01376,2025-01-13,South West,Cynthiaview,Tap,Dry,29.8,8.4,7.01,4.61,3.08,3.88,103,0.074,0,8.6,Low
WQ-01377,2025-06-25,North Central,West Brenthaven,Tap,Rainy,33.4,19.0,8.63,20.51,7.41,0.24,107,0.108,4,19.8,Low
WQ-01378,2024-10-02,North West,Holmesfort,Tap,Rainy,23.8,31.6,6.06,9.16,6.3,14.91,43,0.021,0,11.6,Low
WQ-01379,2024-03-25,North East,South Johnfurt,Rainwater,Rainy,27.8,8.3,3.57,9.68,7.88,4.41,235,0.076,3,18.9,Low
WQ-01380,2022-04-21,North East,Whiteland,Rainwater,Dry,27.0,1.5,8.33,20.06,4.6,2.93,227,0.059,6,16.8,Low
WQ-01381,2025-01-12,South South,Port Kimberly,Tap,Rainy,27.4,20.0,5.35,8.85,9.75,18.14,287,0.009,3,14.7,Low
WQ-01382,2024-03-17,North Central,Youngville,Rainwater,Rainy,21.7,6.5,6.2,22.35,6.77,33.49,198,0.067,2,23.2,Low
WQ-01383,2022-09-04,South West,Cindytown,River,Rainy,21.2,57.7,9.57,23.52,5.39,13.73,179,0.065,2,25.4,Low
WQ-01384,2023-10-09,South West,West Austinside,Rainwater,Rainy,27.6,19.8,6.07,17.19,5.92,23.9,453,0.016,3,19.6,Low
WQ-01385,2025-10-12,South West,Kimhaven,Borehole,Dry,26.2,145.9,7.43,2.56,8.1,7.88,126,0.054,4,15.3,Low
WQ-01386,2023-10-29,North East,Lake Sethville,Tap,Dry,35.0,24.5,7.59,10.41,7.93,20.21,189,0.039,2,14.7,Low
WQ-01387,2023-01-19,North West,Jessemouth,Rainwater,Rainy,17.3,39.8,8.76,14.92,7.15,22.7,45,0.033,1,18.2,Low
WQ-01388,2023-07-06,South South,East Jasmineport,Well,Dry,20.0,39.7,7.26,12.93,7.62,24.01,233,0.054,3,17.9,Low
WQ-01389,2024-01-20,South East,Courtneyland,Rainwater,Rainy,23.4,4.1,6.72,10.28,6.33,7.94,243,0.066,0,12.8,Low
WQ-01390,2023-03-08,North East,Delacruzmouth,Tap,Rainy,29.7,47.1,8.86,7.04,6.94,18.27,88,0.061,2,17.1,Low
WQ-01391,2024-01-18,South East,West Brandon,Lake,Rainy,21.4,4.9,6.17,14.55,7.12,5.51,158,0.006,0,10.4,Low
WQ-01392,2023-01-04,South East,Julianborough,Well,Rainy,32.6,23.0,8.14,2.21,4.46,30.91,215,0.036,4,14.8,Low
WQ-01393,2022-07-24,South South,Glennshire,River,Dry,24.4,16.6,7.94,6.84,7.64,23.64,221,0.012,0,13.0,Low
WQ-01394,2025-02-11,South West,Port James,Well,Dry,25.2,43.4,7.07,22.97,2.9,7.21,88,0.084,4,18.5,Low
WQ-01395,2022-10-26,South East,Davidport,Tap,Dry,21.4,27.9,8.19,0.84,6.65,21.16,184,0.006,2,10.5,Low
WQ-01396,2022-01-20,South West,New Renee,River,Rainy,30.7,39.1,8.59,16.09,7.05,13.79,46,0.027,2,16.1,Low
WQ-01397,2022-10-03,North East,Lyonsside,Tap,Rainy,30.9,29.1,8.1,24.08,7.15,14.84,43,0.026,1,17.7,Low
WQ-01398,2024-09-23,South West,Robertschester,Rainwater,Rainy,26.2,16.6,7.7,10.16,9.65,18.52,72,0.012,0,11.2,Low
WQ-01399,2024-03-26,North West,Amandaland,Well,Dry,21.2,23.9,6.02,14.16,7.17,15.78,194,0.001,1,13.6,Low
WQ-01400,2022-05-03,North Central,West Travis,Lake,Dry,22.4,43.5,9.42,9.57,6.17,11.85,177,0.0,0,14.7,Low
WQ-01401,2025-07-13,North East,Lake Jennifershire,Well,Rainy,32.9,42.5,8.54,17.14,5.36,4.76,272,0.01,2,15.9,Low
WQ-01402,2023-06-17,North Central,West Joshualand,Tap,Rainy,24.6,45.0,8.79,7.76,5.9,17.56,225,0.108,4,21.3,Low
WQ-01403,2023-12-06,North West,Gilesmouth,Well,Rainy,20.4,12.3,9.17,2.92,6.11,34.25,113,0.029,1,15.8,Low
WQ-01404,2023-12-21,North Central,Williammouth,Tap,Dry,32.7,23.7,8.64,0.98,6.57,0.39,164,0.03,2,8.4,Low
WQ-01405,2025-03-27,South West,North Matthew,Rainwater,Dry,24.0,19.7,8.88,2.06,9.09,20.81,165,0.025,1,12.9,Low
WQ-01406,2023-08-06,South South,East Kristy,Lake,Dry,25.8,47.2,8.24,27.24,6.49,34.55,328,0.012,1,26.0,Low
WQ-01407,2024-07-04,North West,South Christina,Well,Rainy,19.0,39.0,7.11,28.92,8.16,20.79,38,0.023,2,19.0,Low
WQ-01408,2024-08-07,North Central,Brandonmouth,Tap,Rainy,25.6,21.7,8.08,11.0,6.18,20.3,75,0.071,1,16.6,Low
WQ-01409,2025-08-04,South West,New Lorrainehaven,River,Dry,24.6,69.4,8.59,20.22,6.47,21.42,4,0.001,2,18.6,Low
WQ-01410,2022-05-27,North West,Tuckerview,Tap,Rainy,24.6,61.4,5.16,20.69,7.51,1.2,53,0.085,3,20.6,Low
WQ-01411,2023-04-13,North Central,Jonesburgh,River,Rainy,26.2,14.1,6.64,17.03,6.89,14.97,207,0.002,1,13.0,Low
WQ-01412,2023-07-02,North West,West Wandaland,Well,Rainy,24.6,94.8,8.48,21.45,5.76,5.38,159,0.024,1,19.9,Low
WQ-01413,2023-07-10,South South,Curtishaven,Lake,Rainy,24.6,24.0,7.83,19.68,9.01,9.22,73,0.07,3,17.2,Low
WQ-01414,2024-04-27,South East,East Thomas,Well,Rainy,25.1,42.6,8.18,4.54,9.29,17.59,152,0.004,2,11.5,Low
WQ-01415,2022-09-14,North East,East Alejandra,River,Dry,31.7,13.0,5.8,0.66,7.37,0.73,168,0.012,1,5.9,Low
WQ-01416,2025-12-06,South West,East Samuelshire,River,Rainy,31.9,21.7,8.2,6.72,6.77,16.0,223,0.08,3,16.4,Low
WQ-01417,2022-12-08,South West,Harringtonborough,Borehole,Dry,27.1,39.7,5.89,4.02,5.87,27.07,107,0.002,1,12.3,Low
WQ-01418,2022-05-11,South East,Myersmouth,Borehole,Dry,30.5,40.9,6.78,6.34,5.47,9.94,36,0.049,3,10.3,Low
WQ-01419,2022-02-23,South East,West Kimberly,Rainwater,Dry,29.4,47.5,6.04,8.13,7.71,11.72,163,0.091,1,17.0,Low
WQ-01420,2022-08-01,South East,East Darrell,Rainwater,Dry,30.1,77.4,7.17,5.18,5.07,13.53,206,0.001,3,11.0,Low
WQ-01421,2022-06-22,North West,Woodsmouth,Rainwater,Dry,28.6,27.3,7.47,14.68,5.77,31.74,325,0.055,4,20.8,Low
WQ-01422,2023-04-15,South West,New Jonathan,Tap,Rainy,22.3,34.8,6.4,6.38,6.36,16.9,273,0.005,2,11.8,Low
WQ-01423,2024-06-26,North East,Larrybury,Lake,Rainy,25.9,9.8,5.98,22.28,6.27,0.48,92,0.045,2,14.7,Low
WQ-01424,2024-12-14,South West,Christieview,River,Dry,24.9,15.7,6.67,9.61,8.62,31.85,92,0.074,3,17.0,Low
WQ-01425,2025-09-20,North East,East Natasha,Borehole,Dry,28.0,14.5,5.33,12.56,6.43,22.84,166,0.025,0,16.6,Low
WQ-01426,2024-08-14,North West,East Paulabury,Well,Rainy,25.5,53.8,6.49,4.04,6.25,26.65,115,0.086,3,17.1,Low
WQ-01427,2022-10-04,South South,Moonville,Well,Rainy,29.9,58.3,6.83,6.63,9.01,22.35,40,0.031,1,12.5,Low
WQ-01428,2025-04-25,South West,Lake Tyler,Rainwater,Dry,36.9,25.7,7.85,15.12,8.4,22.76,160,0.079,0,19.7,Low
WQ-01429,2024-12-08,South South,Lake Kathryn,Tap,Rainy,38.8,29.0,7.96,14.74,8.12,0.47,249,0.017,0,12.5,Low
WQ-01430,2023-12-13,South West,New Kennethton,Lake,Rainy,28.3,19.9,6.03,3.16,7.5,8.76,182,0.031,5,9.6,Low
WQ-01431,2022-07-03,South East,Scottview,Rainwater,Dry,22.3,13.3,7.43,3.58,3.37,4.16,158,0.008,1,5.8,Low
WQ-01432,2024-04-24,South East,Lake Alex,Well,Rainy,26.3,47.7,6.64,9.49,5.02,13.02,119,0.027,3,12.1,Low
WQ-01433,2022-01-22,North West,Munozbury,River,Rainy,24.5,64.8,6.48,11.58,8.23,10.1,258,0.078,3,18.1,Low
WQ-01434,2023-12-06,North Central,East Mariahstad,Rainwater,Dry,23.9,37.4,6.18,11.2,7.22,15.72,110,0.008,1,12.5,Low
WQ-01435,2025-11-09,North West,Harrisburgh,Tap,Dry,20.1,21.7,6.37,7.48,5.42,9.42,287,0.095,1,15.8,Low
WQ-01436,2022-01-19,South East,West Ronald,Tap,Rainy,19.5,32.6,7.44,7.95,6.22,16.61,149,0.059,1,14.0,Low
WQ-01437,2022-01-15,South East,Port Veronica,Well,Dry,21.6,24.7,6.35,13.66,7.6,28.0,157,0.017,2,15.9,Low
WQ-01438,2024-04-23,South South,Brianton,Well,Dry,23.8,166.9,4.56,23.12,5.76,28.96,71,0.042,1,31.0,Low
WQ-01439,2023-05-27,South South,East Antonioton,Tap,Rainy,27.2,20.1,8.55,27.21,4.8,27.76,19,0.012,2,20.8,Low
WQ-01440,2024-02-14,North East,South Ashleyton,Lake,Rainy,29.5,36.9,7.8,20.75,9.23,14.79,87,0.055,1,18.5,Low
WQ-01441,2024-05-14,North East,East Daniel,Well,Dry,31.0,30.2,8.18,9.26,10.9,27.73,146,0.076,1,19.1,Low
WQ-01442,2023-08-07,South West,West Gloria,River,Rainy,25.6,10.8,6.46,18.82,8.85,6.7,205,0.072,3,16.6,Low
WQ-01443,2024-04-25,South West,Chenburgh,Lake,Rainy,23.2,27.2,6.94,15.0,6.25,18.87,179,0.067,2,16.9,Low
WQ-01444,2022-10-07,North East,South Robert,Borehole,Dry,29.3,65.0,5.78,14.23,7.03,14.18,256,0.016,0,17.4,Low
WQ-01445,2025-06-19,North West,South Calvin,Borehole,Rainy,22.2,9.4,6.78,10.15,7.89,30.03,3,0.089,2,16.3,Low
WQ-01446,2023-01-20,South East,East Darren,Well,Rainy,26.8,11.7,7.63,6.05,4.28,16.99,414,0.001,1,11.7,Low
WQ-01447,2022-04-12,North West,South Matthewtown,Borehole,Dry,33.3,6.3,6.79,13.37,5.15,11.81,91,0.026,1,10.6,Low
WQ-01448,2022-07-29,South South,West Gloriafort,Borehole,Dry,37.9,9.1,8.51,37.84,7.89,9.85,88,0.052,6,23.8,Low
WQ-01449,2024-06-16,North West,Lake Brandi,Well,Dry,27.2,37.2,5.89,1.65,6.82,18.36,330,0.07,2,16.0,Low
WQ-01450,2022-07-04,South West,Moorehaven,Borehole,Dry,29.8,0.8,6.42,14.43,8.42,11.01,296,0.025,2,13.3,Low
WQ-01451,2023-03-21,North East,Lake Gwendolyn,Borehole,Rainy,23.8,57.0,7.77,12.03,1.5,20.96,86,0.006,2,14.3,Low
WQ-01452,2024-10-17,North West,East Donnaport,Tap,Rainy,23.7,18.5,8.7,16.26,6.69,18.95,104,0.02,3,16.5,Low
WQ-01453,2023-11-08,North West,Port Makayla,Tap,Dry,27.2,99.3,8.0,13.24,6.93,26.42,61,0.021,3,19.1,Low
WQ-01454,2023-06-30,North Central,Pattonport,River,Dry,23.2,43.4,7.29,5.31,9.18,11.09,246,0.073,0,14.0,Low
WQ-01455,2023-01-07,South East,Andersonfort,Borehole,Rainy,33.1,33.6,7.64,22.41,8.21,5.47,323,0.011,3,16.4,Low
WQ-01456,2022-01-26,North East,Johnsonburgh,Well,Rainy,28.2,5.3,7.31,17.67,8.53,14.05,402,0.04,0,16.8,Low
WQ-01457,2024-02-28,North Central,New Franciscoland,Lake,Dry,23.2,25.0,4.71,10.39,4.31,13.39,154,0.075,3,18.6,Low
WQ-01458,2023-02-12,South East,New Jonathan,River,Dry,27.4,67.6,5.84,17.34,3.94,5.27,295,0.001,1,16.3,Low
WQ-01459,2024-12-03,South East,Bakerbury,Lake,Dry,25.5,54.5,6.32,17.03,4.21,16.8,230,0.028,0,17.9,Low
WQ-01460,2024-03-07,South West,New Rhondahaven,River,Rainy,28.2,2.0,7.42,17.73,5.88,2.23,214,0.027,0,11.9,Low
WQ-01461,2022-11-21,South West,Scotthaven,Well,Rainy,35.5,37.3,7.18,6.47,6.22,19.16,271,0.029,3,13.0,Low
WQ-01462,2025-01-30,South West,Jessicaburgh,Lake,Dry,26.0,63.6,5.82,16.17,6.27,17.5,235,0.007,0,17.9,Low
WQ-01463,2024-09-12,South South,Shannonburgh,Borehole,Rainy,27.1,7.4,7.19,2.75,7.6,19.28,49,0.107,0,12.8,Low
